speno, spot_deployid,spot_ptt,splash_deployid,splash_ptt,lhx, age, sex, mass,release_dt,release_lat,release_long
PV2016_3024,PV2016_3024_16U1852,164858,PV2016_3024_15A0909,160941,no,young-of-year,female,32.0, 2016-09-22 02:48, 52.73989, 173.94407
