DeployID,Ptt,DepthSensor,Source,Instr,HistType,Date,Time Offset,Count,BadTherm,LocationQuality,Latitude,Longitude,NumBins,Sum,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin24,Bin25,Bin26,Bin27,Bin28,Bin29,Bin30,Bin31,Bin32,Bin33,Bin34,Bin35,Bin36,Bin37,Bin38,Bin39,Bin40,Bin41,Bin42,Bin43,Bin44,Bin45,Bin46,Bin47,Bin48,Bin49,Bin50,Bin51,Bin52,Bin53,Bin54,Bin55,Bin56,Bin57,Bin58,Bin59,Bin60,Bin61,Bin62,Bin63,Bin64,Bin65,Bin66,Bin67,Bin68,Bin69,Bin70,Bin71,Bin72
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 24-Nov-2016,11.000000,2,,,,,24,,100,100,100,70,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,20,50,20,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 25-Nov-2016,11.000000,1,,,,,24,,98,98,100,100,40,10,3,3,3,0,3,0,0,0,0,0,0,3,80,100,100,100,98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 28-Nov-2016,12.000000,3,,,,,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 02-Dec-2016,12.000000,1,,,,,24,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 04-Dec-2016,13.000000,2,,,,,24,,3,3,3,3,3,0,0,0,0,0,0,0,3,3,0,0,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 05-Dec-2016,13.000000,2,,,,,24,,0,3,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 06-Dec-2016,13.000000,5,,,,,24,,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 07-Dec-2016,13.000000,3,,,,,24,,3,3,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 08-Dec-2016,13.000000,1,,,,,24,,10,80,60,50,40,30,10,10,3,3,10,30,70,100,100,100,100,100,60,98,98,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 09-Dec-2016,13.000000,1,,,,,24,,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,50,40,10,10,50,10,10,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 11-Dec-2016,14.000000,1,,,,,24,,100,100,100,100,100,80,20,0,0,3,0,3,3,3,0,3,3,0,0,0,10,20,10,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 13-Dec-2016,14.000000,2,,,,,24,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 14-Dec-2016,14.000000,1,,,,,24,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 16-Dec-2016,14.000000,1,,,,,24,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 17-Dec-2016,14.000000,1,,,,,24,,3,3,3,3,0,0,0,0,0,0,3,3,3,0,0,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 18-Dec-2016,15.000000,2,,,,,24,,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 23-Dec-2016,15.000000,1,,,,,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 24-Dec-2016,15.000000,1,,,,,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 25-Dec-2016,15.000000,2,,,,,24,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,0,3,3,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 26-Dec-2016,16.000000,3,,,,,24,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 27-Dec-2016,16.000000,3,,,,,24,,0,3,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 28-Dec-2016,16.000000,2,,,,,24,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 29-Dec-2016,16.000000,2,,,,,24,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 30-Dec-2016,16.000000,3,,,,,24,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 01-Jan-2017,16.000000,2,,,,,24,,10,10,3,3,0,0,0,3,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 02-Jan-2017,17.000000,1,,,,,24,,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,0,0,3,10,30,40,10,40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 03-Jan-2017,17.000000,5,,,,,24,,100,100,100,100,100,100,100,20,3,3,10,10,10,10,3,10,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 05-Jan-2017,17.000000,2,,,,,24,,10,10,3,20,40,20,3,10,40,3,3,3,3,3,3,10,3,3,3,10,30,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 06-Jan-2017,17.000000,2,,,,,24,,30,30,10,30,3,3,3,0,0,0,0,3,3,3,10,20,98,50,10,20,3,20,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
