DeployID,Ptt,DepthSensor,Source,Instr,HistType,Date,Time Offset,Count,BadTherm,LocationQuality,Latitude,Longitude,NumBins,Sum,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin24,Bin25,Bin26,Bin27,Bin28,Bin29,Bin30,Bin31,Bin32,Bin33,Bin34,Bin35,Bin36,Bin37,Bin38,Bin39,Bin40,Bin41,Bin42,Bin43,Bin44,Bin45,Bin46,Bin47,Bin48,Bin49,Bin50,Bin51,Bin52,Bin53,Bin54,Bin55,Bin56,Bin57,Bin58,Bin59,Bin60,Bin61,Bin62,Bin63,Bin64,Bin65,Bin66,Bin67,Bin68,Bin69,Bin70,Bin71,Bin72
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 07-Jan-2017,17.000000,3,,,,,24,,10,3,3,10,3,3,3,3,0,0,0,0,3,0,3,0,3,3,3,3,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 10-Jan-2017,18.000000,2,,,,,24,,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 11-Jan-2017,18.000000,1,,,,,24,,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,80,98,98,90,10,10,10,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 14-Jan-2017,18.000000,1,,,,,24,,3,3,3,3,0,3,0,0,3,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 15-Jan-2017,18.000000,3,,,,,24,,3,3,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 16-Jan-2017,18.000000,2,,,,,24,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 17-Jan-2017,19.000000,2,,,,,24,,10,10,10,20,10,10,3,0,0,3,0,0,0,0,0,0,0,0,3,3,40,100,80,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 18-Jan-2017,19.000000,1,,,,,24,,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 20-Jan-2017,19.000000,2,,,,,24,,3,3,3,3,20,10,3,3,0,0,0,0,0,0,0,3,3,3,10,20,90,98,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 21-Jan-2017,19.000000,2,,,,,24,,100,40,3,10,3,10,3,3,3,3,3,3,3,10,3,10,20,30,30,3,3,10,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 22-Jan-2017,19.000000,1,,,,,24,,50,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,40,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 23-Jan-2017,19.000000,1,,,,,24,,10,3,3,3,3,10,3,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,80,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 24-Jan-2017,19.000000,2,,,,,24,,100,100,98,100,100,80,10,3,3,3,0,0,0,0,0,0,0,3,3,10,98,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 25-Jan-2017,20.000000,1,,,,,24,,100,100,100,100,100,100,10,3,3,10,10,3,0,0,0,0,0,0,0,0,0,0,40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 26-Jan-2017,20.000000,2,,,,,24,,100,100,100,100,90,40,3,3,3,0,0,0,0,0,0,0,0,0,0,10,98,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 27-Jan-2017,20.000000,1,,,,,24,,100,100,100,20,3,10,0,0,0,0,3,0,0,3,3,3,3,0,3,3,3,3,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 29-Jan-2017,20.000000,1,,,,,24,,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,3,3,3,40,100,98,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 30-Jan-2017,20.000000,3,,,,,24,,100,100,98,100,100,100,100,100,30,3,0,0,0,0,0,0,0,0,0,0,0,3,98,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 31-Jan-2017,20.000000,1,,,,,24,,100,100,100,100,100,100,30,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 02-Feb-2017,21.000000,3,,,,,24,,100,98,98,90,98,80,20,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,30,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 04-Feb-2017,21.000000,1,,,,,24,,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 05-Feb-2017,21.000000,2,,,,,24,,60,10,10,10,3,10,3,20,30,20,3,10,10,20,30,20,10,20,40,40,20,10,3,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 06-Feb-2017,21.000000,5,,,,,24,,100,100,100,70,10,30,3,3,10,3,0,3,3,3,3,0,3,3,3,50,80,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 07-Feb-2017,21.000000,3,,,,,24,,100,100,100,98,100,100,100,100,100,100,100,98,50,3,10,30,10,10,10,3,60,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 08-Feb-2017,21.000000,1,,,,,24,,98,100,98,100,98,40,20,20,20,10,3,3,3,3,3,3,3,3,3,3,3,3,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 09-Feb-2017,22.000000,1,,,,,24,,3,3,3,3,3,3,3,3,3,3,0,3,3,0,0,0,3,0,3,3,30,100,98,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PV2016_3024_15A0909,160941,,Transmission,Mk10,Percent,00:00:00 12-Feb-2017,22.000000,1,,,,,24,,10,10,10,3,10,20,10,3,10,10,0,0,0,0,0,3,10,10,3,80,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
