DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
PV2016_3024_15A0909,160941,Mk10,09:59:34 24-Oct-2016,Argos,B,52.7561,173.9402,2067,3599,1186,88,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:12:49 24-Oct-2016,Argos,B,52.7586,174.0002,4689,7835,2806,85,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:02:39 24-Oct-2016,Argos,B,52.7126,173.9915,5562,14930,2071,96,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:12:47 24-Oct-2016,Argos,3,52.7515,173.9172,243,1146,51,92,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:37:37 24-Oct-2016,Argos,B,52.7514,173.9167,1787,2938,1086,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:08:03 25-Oct-2016,Argos,B,52.7646,173.9042,4027,8088,2004,89,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:54:14 25-Oct-2016,Argos,B,52.7737,173.9000,5017,8762,2872,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:34:02 25-Oct-2016,Argos,B,52.7743,173.8941,2548,4628,1402,97,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:52:22 25-Oct-2016,Argos,2,52.7495,173.9119,270,870,84,88,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:06:46 25-Oct-2016,Argos,B,52.7531,173.9119,1033,2108,506,91,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:25:44 25-Oct-2016,Argos,B,52.7600,173.9083,2395,4030,1423,85,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:32:10 25-Oct-2016,Argos,A,52.7495,173.8990,446,2804,70,99,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:51:12 25-Oct-2016,Argos,A,52.7494,173.9157,158,558,44,105,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:51:16 25-Oct-2016,Argos,B,52.7498,173.9142,145,440,47,96,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:03:58 25-Oct-2016,Argos,B,52.7493,173.9077,1322,53311,32,85,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:26:08 25-Oct-2016,Argos,B,52.7492,173.9096,1421,6778,297,85,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:57:37 25-Oct-2016,Argos,B,52.7477,173.9174,1241,26204,58,75,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:07:44 25-Oct-2016,Argos,B,52.7583,173.8921,3340,5740,1943,85,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:35:17 26-Oct-2016,Argos,B,52.7688,173.8824,4435,7832,2511,85,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:36:04 26-Oct-2016,Argos,B,52.8102,173.8329,3858,11016,1351,71,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:00:59 26-Oct-2016,Argos,B,52.6387,173.3783,1841,25945,130,126,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:03:18 26-Oct-2016,Argos,B,52.6481,173.3666,2588,5093,1314,113,,,,,,
PV2016_3024_15A0909,160941,Mk10,14:59:04 26-Oct-2016,Argos,B,52.6982,173.2613,5663,9772,3282,103,,,,,,
PV2016_3024_15A0909,160941,Mk10,14:39:36 27-Oct-2016,Argos,B,52.7517,173.2002,5962,11469,3099,67,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:33:47 27-Oct-2016,Argos,B,52.6692,173.2706,4344,19012,992,60,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:27:01 27-Oct-2016,Argos,B,52.5910,173.3160,4755,14020,1612,64,,,,,,
PV2016_3024_15A0909,160941,Mk10,09:34:26 28-Oct-2016,Argos,B,52.5382,173.3328,5195,25100,1075,72,,,,,,
PV2016_3024_15A0909,160941,Mk10,14:32:11 28-Oct-2016,Argos,B,52.5795,173.3799,4574,25137,832,82,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:05:19 28-Oct-2016,Argos,B,52.5538,173.4535,4228,21197,843,79,,,,,,
PV2016_3024_15A0909,160941,Mk10,16:39:30 28-Oct-2016,Argos,B,52.5887,173.5496,3076,12360,765,91,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:23:51 28-Oct-2016,Argos,B,52.5846,173.6115,2832,13609,589,83,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:18:23 28-Oct-2016,Argos,B,52.5812,173.6639,2370,9639,582,74,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:37:11 28-Oct-2016,Argos,B,52.5842,173.6960,2157,5115,909,84,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:29:16 28-Oct-2016,Argos,B,52.6379,173.9839,1909,66515,54,108,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:00:32 29-Oct-2016,Argos,2,52.7522,173.9340,341,1064,109,70,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:48:39 29-Oct-2016,Argos,B,52.7605,173.9638,2155,3503,1325,87,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:26:54 29-Oct-2016,Argos,B,52.7797,174.0193,3310,6654,1646,79,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:53:34 29-Oct-2016,Argos,A,52.7485,173.9104,145,453,46,85,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:59:36 29-Oct-2016,Argos,1,52.7429,173.8732,880,5962,129,77,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:25:11 29-Oct-2016,Argos,3,52.7499,173.8979,224,391,128,65,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:32:35 29-Oct-2016,Argos,3,52.7486,173.8990,127,291,55,101,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:39:13 29-Oct-2016,Argos,2,52.7505,173.9007,419,704,248,5,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:04:04 29-Oct-2016,Argos,2,52.7503,173.8943,450,1544,130,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:16:59 29-Oct-2016,Argos,A,52.7483,173.8919,1065,12661,89,81,,,,,,
PV2016_3024_15A0909,160941,Mk10,09:17:14 29-Oct-2016,Argos,2,52.7509,173.9044,315,5271,18,80,,,,,,
PV2016_3024_15A0909,160941,Mk10,09:42:07 29-Oct-2016,Argos,B,52.7453,173.9066,589,2955,117,80,,,,,,
PV2016_3024_15A0909,160941,Mk10,09:58:56 29-Oct-2016,Argos,B,52.7525,173.9112,704,6503,76,80,,,,,,
PV2016_3024_15A0909,160941,Mk10,14:21:24 29-Oct-2016,Argos,B,52.7530,173.9059,1464,18166,117,58,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:55:23 30-Oct-2016,Argos,B,52.7536,173.9186,235,1150,47,73,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:55:23 30-Oct-2016,Argos,B,52.7766,174.0688,3263,240270,44,81,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:09:48 30-Oct-2016,Argos,3,52.7513,173.9153,127,445,36,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:03:02 30-Oct-2016,Argos,B,52.7570,173.9561,1002,24562,40,81,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:55:25 30-Oct-2016,Argos,1,52.7519,173.9196,580,4495,74,76,,,,,,
PV2016_3024_15A0909,160941,Mk10,09:10:46 30-Oct-2016,Argos,A,52.7518,173.9185,990,5296,185,83,,,,,,
PV2016_3024_15A0909,160941,Mk10,09:37:30 30-Oct-2016,Argos,3,52.7542,173.9080,228,1004,51,73,,,,,,
PV2016_3024_15A0909,160941,Mk10,14:04:20 30-Oct-2016,Argos,B,52.7459,173.8953,1796,25331,127,111,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:44:46 31-Oct-2016,Argos,B,52.7558,173.9025,312,1141,85,105,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:44:46 31-Oct-2016,Argos,B,52.7721,173.7671,2039,59229,70,96,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:30:14 31-Oct-2016,Argos,B,52.8086,173.8288,2061,3171,1339,107,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:39:06 31-Oct-2016,Argos,B,52.8074,173.8321,1975,3459,1128,116,,,,,,
PV2016_3024_15A0909,160941,Mk10,09:17:02 31-Oct-2016,Argos,A,52.7558,173.9196,1491,33897,65,79,,,,,,
PV2016_3024_15A0909,160941,Mk10,14:00:31 31-Oct-2016,Argos,B,52.7479,174.0542,6927,26257,1827,83,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:37:32 31-Oct-2016,Argos,A,52.7524,173.9142,344,917,129,107,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:40:49 02-Nov-2016,Argos,B,52.6451,173.3748,8564,604583,121,115,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:13:07 02-Nov-2016,Argos,A,52.7004,173.2403,2100,45977,95,95,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:34:08 02-Nov-2016,Argos,B,52.8892,172.7556,6854,12134,3871,91,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:03:57 03-Nov-2016,Argos,B,52.8714,172.7934,8390,14071,5002,88,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:23:44 03-Nov-2016,Argos,B,52.8829,172.8002,9115,14550,5709,89,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:50:44 03-Nov-2016,Argos,B,52.6353,173.2546,2541,93549,69,69,,,,,,
PV2016_3024_15A0909,160941,Mk10,09:17:50 03-Nov-2016,Argos,B,52.6063,173.1765,2091,11076,394,69,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:55:22 03-Nov-2016,Argos,B,52.5402,173.0064,9752,18794,5060,115,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:05:20 03-Nov-2016,Argos,B,52.5481,172.9087,23017,61902,8557,131,,,,,,
PV2016_3024_15A0909,160941,Mk10,16:56:53 06-Nov-2016,Argos,B,52.5928,173.0328,64256,,,,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:01:30 06-Nov-2016,Argos,B,52.6997,173.6551,2614,3209,2129,137,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:50:06 06-Nov-2016,Argos,B,52.7012,173.6556,7129,11450,4438,95,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:27:04 06-Nov-2016,Argos,B,52.6996,173.7007,2449,17115,350,2,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:37:25 06-Nov-2016,Argos,A,52.7220,173.7093,385,3355,44,100,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:37:25 06-Nov-2016,Argos,B,52.7324,173.7067,5168,6817,3917,48,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:05:19 06-Nov-2016,Argos,B,52.7642,173.8237,1166,14741,92,130,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:48:02 06-Nov-2016,Argos,B,52.7655,173.8975,873,4758,160,48,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:59:29 06-Nov-2016,Argos,A,52.7520,173.8991,333,2560,43,65,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:43:29 06-Nov-2016,Argos,1,52.7500,173.9180,709,10078,49,101,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:02:19 07-Nov-2016,Argos,A,52.7524,173.9155,339,710,162,71,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:27:26 07-Nov-2016,Argos,B,52.7721,174.0495,1520,3035,761,88,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:59:57 07-Nov-2016,Argos,B,52.7991,174.1327,1510,17099,133,77,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:06:01 07-Nov-2016,Argos,B,52.7625,173.9717,4909,117565,205,77,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:24:24 07-Nov-2016,Argos,B,52.7528,173.9370,2661,11112,637,87,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:33:30 07-Nov-2016,Argos,A,52.7502,173.9099,344,3625,32,71,,,,,,
PV2016_3024_15A0909,160941,Mk10,14:15:43 07-Nov-2016,Argos,B,52.7908,173.8844,1435,10888,189,1,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:46:11 08-Nov-2016,Argos,A,52.7402,173.8702,643,14285,28,73,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:38:01 08-Nov-2016,Argos,B,52.7559,173.9333,1614,127720,20,79,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:52:02 08-Nov-2016,Argos,B,52.7489,173.8965,1555,47716,50,86,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:37:48 08-Nov-2016,Argos,B,52.7499,173.8622,2156,11063,420,85,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:11:16 08-Nov-2016,Argos,B,52.7518,173.8408,2040,5211,798,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:35:39 08-Nov-2016,Argos,B,52.7756,173.7691,3281,8927,1205,82,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:57:36 08-Nov-2016,Argos,B,52.7408,173.7553,3374,14249,798,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:03:47 08-Nov-2016,Argos,B,52.7476,173.5116,1104,9461,128,24,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:18:48 08-Nov-2016,Argos,B,52.7380,173.4961,1276,1888,862,86,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:42:12 08-Nov-2016,Argos,B,52.7312,173.4946,1390,2406,802,93,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:04:39 10-Nov-2016,Argos,B,52.7085,173.7635,2479,31160,197,175,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:10:07 10-Nov-2016,Argos,B,52.7057,173.7639,519,4514,59,132,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:39:22 10-Nov-2016,Argos,B,52.7073,173.7800,714,3434,148,149,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:15:41 10-Nov-2016,Argos,A,52.7327,173.8062,182,1193,27,92,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:25:36 10-Nov-2016,Argos,0,52.7692,173.8463,2402,47510,121,103,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:53:39 10-Nov-2016,Argos,B,52.7730,173.8562,987,2229,436,113,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:04:42 10-Nov-2016,Argos,B,52.7762,173.8677,2055,4517,934,102,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:23:39 10-Nov-2016,Argos,3,52.7606,173.8784,180,214,150,138,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:13:48 10-Nov-2016,Argos,1,52.7585,173.8801,718,5088,101,97,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:59:47 10-Nov-2016,Argos,B,52.7639,173.8866,3859,6462,2304,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:18:16 11-Nov-2016,Argos,2,52.7526,173.9085,271,551,133,95,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:53:55 11-Nov-2016,Argos,B,52.7537,173.9268,1250,21262,73,72,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:19:41 11-Nov-2016,Argos,B,52.7586,173.9411,2179,4387,1082,78,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:06:50 11-Nov-2016,Argos,B,52.7549,173.9301,2209,4964,982,78,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:20:42 11-Nov-2016,Argos,B,52.7517,173.8974,1119,12430,100,33,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:59:04 11-Nov-2016,Argos,B,52.7433,173.8898,981,1429,673,77,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:48:29 11-Nov-2016,Argos,B,52.7144,173.8503,1563,7611,320,112,,,,,,
PV2016_3024_15A0909,160941,Mk10,16:50:16 11-Nov-2016,Argos,A,52.7509,173.9151,496,6001,41,105,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:44:06 11-Nov-2016,Argos,2,52.7537,173.9193,346,5031,23,79,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:15:12 11-Nov-2016,Argos,B,52.7538,173.9202,828,1611,425,85,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:06:13 12-Nov-2016,Argos,B,52.7449,173.9316,2368,5664,989,72,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:40:37 12-Nov-2016,Argos,2,52.7584,173.9669,286,4258,19,83,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:00:41 12-Nov-2016,Argos,B,52.7617,173.9759,1237,2194,697,89,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:00:35 12-Nov-2016,Argos,2,52.7455,173.9058,481,1429,161,72,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:45:31 12-Nov-2016,Argos,2,52.7501,173.9137,480,5874,39,79,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:52:25 12-Nov-2016,Argos,3,52.7464,173.9126,195,297,127,97,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:48:00 12-Nov-2016,Argos,3,52.7509,173.9155,144,309,66,82,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:27:34 12-Nov-2016,Argos,2,52.7475,173.8985,350,998,122,61,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:28:18 12-Nov-2016,Argos,B,52.7490,173.9013,1331,2334,758,92,,,,,,
PV2016_3024_15A0909,160941,Mk10,09:07:16 12-Nov-2016,Argos,2,52.7545,173.9050,441,2408,80,63,,,,,,
PV2016_3024_15A0909,160941,Mk10,09:29:11 12-Nov-2016,Argos,2,52.7514,173.8983,316,1004,99,93,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:35:10 12-Nov-2016,Argos,2,52.7521,173.9087,262,658,103,102,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:49:21 12-Nov-2016,Argos,B,52.7423,173.7891,1323,11304,154,164,,,,,,Lon > 4 deviations from mean
PV2016_3024_15A0909,160941,Mk10,04:48:02 13-Nov-2016,Argos,2,52.7523,173.9038,298,580,153,62,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:19:02 13-Nov-2016,Argos,B,52.7430,173.9085,3262,14812,718,35,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:20:31 13-Nov-2016,Argos,A,52.7501,173.9065,304,1829,50,81,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:22:30 13-Nov-2016,Argos,2,52.7562,173.9213,488,879,270,126,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:19:36 13-Nov-2016,Argos,B,52.7458,173.9242,1107,23007,53,113,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:44:42 13-Nov-2016,Argos,3,52.7496,173.9156,191,493,74,96,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:04:15 13-Nov-2016,Argos,1,52.7534,173.9162,735,6563,82,98,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:59:52 13-Nov-2016,Argos,B,52.7514,173.9125,1456,2867,739,92,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:12:08 13-Nov-2016,Argos,B,52.7523,173.9150,1012,7463,137,14,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:57:29 13-Nov-2016,Argos,A,52.7477,173.9251,186,1085,31,100,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:24:22 14-Nov-2016,Argos,B,52.7455,173.9185,1814,5047,651,79,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:07:27 14-Nov-2016,Argos,B,52.7445,173.9206,2110,4018,1107,79,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:42:27 14-Nov-2016,Argos,A,52.7495,173.9169,160,310,82,94,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:48:48 14-Nov-2016,Argos,B,52.7498,173.9170,386,652,228,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:54:14 14-Nov-2016,Argos,2,52.7508,173.9265,259,722,92,79,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:11:43 14-Nov-2016,Argos,B,52.7453,173.9055,3439,12089,978,125,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:04:07 14-Nov-2016,Argos,B,52.7430,173.8958,5903,10551,3302,103,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:06:24 14-Nov-2016,Argos,3,52.7466,173.8940,172,256,115,89,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:38:35 14-Nov-2016,Argos,B,52.7320,173.8180,5362,12423,2314,76,,,,,,
PV2016_3024_15A0909,160941,Mk10,14:13:04 16-Nov-2016,Argos,B,52.6380,173.5574,4963,226188,108,105,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:51:13 16-Nov-2016,Argos,A,52.6534,173.5790,381,6450,22,95,,,,,,
PV2016_3024_15A0909,160941,Mk10,16:47:48 16-Nov-2016,Argos,A,52.6657,173.6215,269,1274,56,84,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:38:48 16-Nov-2016,Argos,B,52.6697,173.6451,2291,4086,1283,91,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:47:22 16-Nov-2016,Argos,A,52.6746,173.6560,156,390,62,85,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:13:25 16-Nov-2016,Argos,B,52.6770,173.6608,1022,3091,338,95,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:24:05 16-Nov-2016,Argos,B,52.6767,173.6601,1105,3068,398,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:28:20 16-Nov-2016,Argos,B,52.7087,173.6649,1207,23714,61,80,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:58:19 16-Nov-2016,Argos,B,52.7074,173.6569,1628,7381,359,81,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:32:13 16-Nov-2016,Argos,B,52.7174,173.8003,1479,24637,88,62,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:38:37 16-Nov-2016,Argos,0,52.7527,173.9009,3598,138421,93,100,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:51:56 17-Nov-2016,Argos,B,52.8161,174.0515,5637,49420,643,65,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:11:54 17-Nov-2016,Argos,B,52.8157,174.0464,7945,16492,3827,72,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:18:37 17-Nov-2016,Argos,B,52.7489,173.9507,2152,145160,31,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:42:46 17-Nov-2016,Argos,B,52.7448,173.9077,647,730,573,98,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:33:12 17-Nov-2016,Argos,B,52.7711,173.9153,1513,17326,132,176,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:51:05 17-Nov-2016,Argos,1,52.7499,173.9243,1053,3596,308,96,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:58:11 17-Nov-2016,Argos,B,52.7326,173.9433,1514,28765,79,114,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:15:33 17-Nov-2016,Argos,B,52.7456,173.9201,2239,51139,98,111,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:24:26 17-Nov-2016,Argos,1,52.7581,173.9111,742,1177,467,146,,,,,,
PV2016_3024_15A0909,160941,Mk10,09:24:49 17-Nov-2016,Argos,1,52.7520,173.9068,571,8462,38,82,,,,,,
PV2016_3024_15A0909,160941,Mk10,14:07:16 17-Nov-2016,Argos,B,52.7384,173.8965,3517,6505,1900,94,,,,,,
PV2016_3024_15A0909,160941,Mk10,14:41:18 17-Nov-2016,Argos,B,52.7418,173.8997,2806,5765,1366,83,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:44:21 17-Nov-2016,Argos,A,52.7501,173.9164,193,1394,26,102,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:24:45 17-Nov-2016,Argos,A,52.7490,173.9039,234,433,126,165,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:27:23 17-Nov-2016,Argos,2,52.7526,173.9110,413,584,291,59,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:55:23 17-Nov-2016,Argos,A,52.7475,173.9033,248,1706,36,86,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:00:27 17-Nov-2016,Argos,B,52.7477,173.9031,356,694,182,88,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:33:32 18-Nov-2016,Argos,B,52.7628,173.9490,1979,80737,48,75,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:53:39 18-Nov-2016,Argos,3,52.7509,173.8995,177,503,62,71,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:36:19 18-Nov-2016,Argos,B,52.7399,173.8896,907,9031,91,105,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:01:24 18-Nov-2016,Argos,B,52.7363,173.8776,599,3727,96,145,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:06:41 18-Nov-2016,Argos,B,52.7073,173.8747,1406,2863,690,87,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:29:03 18-Nov-2016,Argos,3,52.7526,173.9058,161,465,55,91,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:47:19 18-Nov-2016,Argos,B,52.7550,173.9105,1066,4311,263,123,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:02:18 18-Nov-2016,Argos,B,52.7493,173.9122,834,4266,163,52,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:13:27 18-Nov-2016,Argos,B,52.7512,173.9138,930,2240,385,56,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:27:17 18-Nov-2016,Argos,B,52.7512,173.9140,899,1825,443,71,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:48:01 18-Nov-2016,Argos,B,52.7519,173.9172,640,2319,176,166,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:41:06 18-Nov-2016,Argos,3,52.7518,173.9003,163,617,43,95,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:51:15 18-Nov-2016,Argos,A,52.7540,173.9067,593,1572,223,69,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:03:22 18-Nov-2016,Argos,A,52.7428,173.8965,536,3121,92,96,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:27:48 18-Nov-2016,Argos,2,52.7517,173.9019,347,1332,90,99,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:24:26 19-Nov-2016,Argos,B,52.7797,173.8551,2432,5697,1037,88,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:06:48 19-Nov-2016,Argos,A,52.7522,173.9080,335,4099,27,87,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:38:09 19-Nov-2016,Argos,B,52.7065,173.7854,2483,7617,809,82,,,,,,Lon > 4 deviations from mean
PV2016_3024_15A0909,160941,Mk10,09:24:41 19-Nov-2016,Argos,2,52.7506,173.9234,371,2458,56,85,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:34:12 19-Nov-2016,Argos,B,52.7209,173.8930,12083,30448,4795,102,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:13:03 20-Nov-2016,Argos,B,52.7769,173.9643,5133,61346,429,62,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:55:26 20-Nov-2016,Argos,A,52.7462,173.9063,178,411,77,89,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:09:56 20-Nov-2016,Argos,B,52.7523,173.9171,1510,2805,812,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:44:49 20-Nov-2016,Argos,A,52.7531,173.9072,352,6192,20,81,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:38:25 20-Nov-2016,Argos,B,52.7569,173.8630,1063,29408,38,99,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:55:30 20-Nov-2016,Argos,B,52.7576,173.8619,1187,5308,265,98,,,,,,
